longitude,latitude
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-72.31,41.82
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-122.61,48.45
-118.41,33.95
-118.41,33.95
-118.41,33.95
-118.41,33.95
-118.41,33.95
-118.41,33.95
-118.41,33.95
-118.41,33.95
-118.41,33.95
-118.41,33.95
-118.41,33.95
-118.41,33.95
-118.41,33.95
-118.41,33.95
-118.41,33.95
-118.41,33.95
-98.52,31.49
-98.52,31.49
-98.52,31.49
-98.52,31.49
-98.52,31.49
-98.52,31.49
-72.31,41.02
-72.31,41.02
-72.31,41.02
-72.31,41.02
-72.31,41.02
-72.31,41.02
-72.31,41.02
-72.31,41.02
-72.31,41.02
-72.31,41.02
-72.31,41.02
-72.31,41.02
-117.28,32.82
-117.28,32.82
-117.28,32.82
-117.28,32.82
-117.28,32.82
-117.28,32.82
-117.28,32.82
-117.28,32.82
-117.28,32.82
-117.28,32.82
-117.28,32.82
-117.28,32.82
-117.28,32.82
-117.28,32.82
-99.43,27.54
-99.43,27.54
-99.43,27.54
-99.43,27.54
-99.43,27.54
-99.43,27.54
-99.43,27.54
-99.43,27.54
-99.43,27.54
-80.87,41.14
-80.87,41.14
-80.87,41.14
-80.87,41.14
-80.87,41.14
-80.87,41.14
-80.87,41.14
-80.87,41.14
-80.87,41.14
-80.87,41.14
-80.87,41.14
-80.87,41.14
-87.64,41.91
-87.64,41.91
-87.64,41.91
-87.64,41.91
-87.64,41.91
-87.64,41.91
-87.64,41.91
-87.64,41.91
-87.64,41.91
-87.64,41.91
-87.64,41.91
-87.64,41.91
-87.64,41.91
-88.34,41.7
-88.34,41.7
-88.34,41.7
-88.34,41.7
-88.34,41.7
-88.34,41.7
-88.34,41.7
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-90.21,30.01
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-84.5,39.14
-80.91,29.0
-80.91,29.0
-80.91,29.0
-80.91,29.0
-80.91,29.0
-80.91,29.0
-80.91,29.0
-80.91,29.0
-80.91,29.0
-80.91,29.0
-80.91,29.0
-80.91,29.0
-80.91,29.0
-80.91,29.0
-80.91,29.0
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-121.89,46.66
-99.78,30.47
-99.78,30.47
-99.78,30.47
-99.78,30.47
-99.78,30.47
-99.78,30.47
-99.78,30.47
-99.78,30.47
-99.78,30.47
-99.78,30.47
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-89.38,43.04
-96.76,32.73
-96.76,32.73
-96.76,32.73
-96.76,32.73
-96.76,32.73
-96.76,32.73
-96.76,32.73
-96.76,32.73
-96.76,32.73
-96.76,32.73
-96.76,32.73
-96.76,32.73
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-104.99,39.71
-84.33,30.36
-84.33,30.36
-84.33,30.36
-84.33,30.36
-84.33,30.36
-84.33,30.36
-84.33,30.36
-84.33,30.36
-84.33,30.36
-84.33,30.36
-84.33,30.36
-84.33,30.36
-84.33,30.36
-84.33,30.36
-84.33,30.36
-84.33,30.36
-84.33,30.36
-87.67,42.02
-87.67,42.02
-87.67,42.02
-87.67,42.02
-87.67,42.02
-87.67,42.02
-87.67,42.02
-87.67,42.02
-87.67,42.02
-87.67,42.02
-87.67,42.02
-87.67,42.02
-87.67,42.02
-87.67,42.02
-87.67,42.02
-87.67,42.02
-87.67,42.02
-122.43,37.78
-122.43,37.78
-122.43,37.78
-122.43,37.78
-122.43,37.78
-122.43,37.78
-122.43,37.78
-122.43,37.78
-122.43,37.78
-122.43,37.78
-122.43,37.78
-122.43,37.78
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
-87.84,41.11
